x,y
-4.750269379358866e-12,-8.86182149668573e-12
-0.0039736101468489365,-0.004247307215896834
-0.006388775700725172,-0.004363071643039486
-0.011570820113723637,-0.0017623445289805687
-0.014717656641661737,-0.0016982569148441193
-0.014813153942171585,-0.0017182749598260143
-0.014796158065045707,-0.0017002055076663328
-0.014825133316463242,-0.0016634100997931361
-0.015790099408267096,-0.001223210649856326
-0.017077396466522704,-0.0002791779558670186
-0.016797875284553496,0.00015608466623305084
-0.019898174389911358,0.005890022082836673
-0.022142943173996673,0.007550840837099286
-0.029341374467277328,0.00966356746941445
-0.03312627900443615,0.010647648750434247
-0.04081165804952295,0.010166720470034696
-0.04369136388723158,0.010198199555068368
-0.03931528012730022,0.009071152650130561
-0.01922498609933258,0.005819359582449397
0.020763792792495493,0.00045058646075492184
0.07876294823109756,-0.00941129359495432
0.15492894791842607,-0.02034212714021882
0.26114206254952504,-0.03536085237469034
0.39671524763077226,-0.05283750400745043
0.567753627947593,-0.073134702166137
0.7728906088002173,-0.09710867438841543
1.0160061517102792,-0.15618188642140435
1.2968350666517876,-0.18791449819682904
1.605896400799672,-0.24693842556456258
1.9728167472309073,-0.2905170478680589
2.4124485765581816,-0.3361943474111628
2.8671957312320826,-0.385034668032468
3.365132691043425,-0.43641693748197025
3.912836293264774,-0.49532747060772714
4.488119581599083,-0.5764879570228432
5.109742086144147,-0.6435107053705384
5.767711769830138,-0.7160575729649603
6.4527866875878,-0.7949979898923155
7.176505360641556,-0.8710659058395132
7.862117229209387,-0.9350065762689905
8.68090658002952,-1.0067527785281587
8.572283694875233,-0.6465454549801971
8.75716104848532,-0.7986561434920605
9.703993803025257,-1.0032278076113197
10.42597150317486,-0.8682964519033102
10.809138329928345,-0.920458154525983
11.442339377933449,-0.9443571646116952
12.424774123280516,-0.9757505894454778
13.122624750908903,-0.9142609677068746
14.093524977848633,-1.0022094414981697
14.984405525996099,-0.969448060432041
15.920842539947797,-1.0429823822561832
16.663662867295308,-1.0261423927037392
17.17139792724477,-0.8141574970093062
18.3461282595917,-1.000890480033558
18.96214316208088,-1.142202144808933
19.500354337266597,-0.9807965528785856
20.45455706646349,-0.9858101463597986
21.40157776306871,-1.1425074863638156
22.335375446035485,-1.2273367602558207
23.2553790654009,-1.3225238603608374
23.954796250383016,-1.3876192183534204
24.4056696110435,-1.1237195582582427
25.15647355874451,-1.136900501215611
25.96004465764443,-1.1641477722779112
26.731975305886788,-1.007268111347698
27.49099406058173,-0.8560395888490189
28.382856416393103,-1.0730159271303088
29.169306196218084,-1.1196025682397202
29.872055827074554,-1.14083766054011
30.270282723473912,-1.3519722304062407
31.18336486148261,-1.38843484499328
32.17089726409776,-1.5495028876137908
33.09100718970753,-1.5778903667275919
33.942337676574965,-1.6985015689407574
34.746976136008605,-1.825094713445838
33.863276911366526,-1.7425828179324254
34.978805627709846,-1.8987446504719139
35.826699847636554,-2.0214802792770286
36.57165497050555,-2.0894849213687854
37.32303003813008,-2.205733551178906
